,Image Link,Brand Image Link,Model,Price,Description
117,https://www.music3000.fr/803811/gibson-j45-cutaway-heritage-cherry-sunburst.jpg,https://www.music3000.fr/img/m/68-small_default.jpg,GIBSON J-45 Cutaway Heritage Cherry Sunburst,"2383,00€","GIBSON J-45 Cutaway Heritage Cherry SunburstPan coupéTable en épicéa de Sitka massifBarrage en X sculpté (scallopé) à la mainFond et éclisses en acajou (Swietenia macrophylla)Manche en acajou (Swietenia macrophylla)Touche en palissandre (Dalbergia latifolia)Repères ""points"" en nacre20 frettesDiapason: 628 mm (24,75"")Sillet TusqLargeur au sillet: 43,80 mm (1,725"")Mécaniques Grover Rotomatic avec boutons KidneySystème de micro L.R. Baggs Element VTCCouleur: Heritage Cherry SunburstLivrée en étuiFabriquée aux USA"
118,https://www.music3000.fr/796248/taylor-414cer.jpg,https://www.music3000.fr/img/m/17-small_default.jpg,TAYLOR 414ce-R,"2799,00€","Taylor 414CE RosewoodGrand AuditoriumPan coupéTable en épicéa de Sitka massifBarrage V-ClassFond et éclisses en palissandre massifManche en acajouTouche en ébèneRepères ""Renaissance"" en acrylique italien20 frettesDiapason: 648 mmLargeur au sillet: 44,5 mmSillet de tête en graphite noirSillet de chevalet en micartaSystème de micro Expression 2Mécaniques Taylor nickeléesPickguard imitation écaille de tortueCouleur: NaturelLivrée en étui Deluxe TaylorFabriquée aux USA"
119,https://www.music3000.fr/784435/taylor-gs-minie-koa.jpg,https://www.music3000.fr/img/m/17-small_default.jpg,TAYLOR GS Mini-e Koa,"899,00€","GS Mini, Koa, ES2Small BodyTable en koa massifBarrage en X + Relief RoutFond et éclisses en koaManche en sapeleTouche en ébèneRepères ""points""20 frettesDiapason: 597 mmLargeur au sillet: 42,8 mmSillet de tête NuBoneSillet de chevalet en micartaMécaniques Taylor chroméesSystème de micro Taylor ES-BCordes Elixir Phosphor Bronze Medium (185026)Couleur: NaturelLivrée en étui souple TaylorFabriquée au Mexique"
120,https://www.music3000.fr/810113/taylor-k24ce.jpg,https://www.music3000.fr/img/m/17-small_default.jpg,TAYLOR K24ce,"5499,00€","Koa, Grand Auditorium, 6-String, Cutaway, ES2"
121,https://www.music3000.fr/804515/lag-thv30dce-hyvibe-30-dreadnought-cutaway-electro.jpg,https://www.music3000.fr/img/m/256-small_default.jpg,LAG THV30DCE hyvibe 30 dreadnought cutaway electro,"1430,00€",LAG THV30DCE hyvibe 30 dreadnought cutaway CARACTERISTIQUES - Table : épicéa Sitka bearclaw - Cordes : métal - Touche : Blackwood - Sillets : Compensé graphite noir - Chevalet : Blackwood - Finition : Brillante - Format : Dreadnought - Mécaniques à bain d'huile - Housse/étui : étui moul
122,https://www.music3000.fr/804512/lag-thv20dce-hyvibe-20-dreadnought-cutaway-electro.jpg,https://www.music3000.fr/img/m/256-small_default.jpg,LAG THV20DCE hyvibe 20 dreadnought cutaway electro,"1232,00€",LAG THV20DCE tramontane hyvibe 20 glossyCARACTERISTIQUES --Table : épicéa Engelmann massif-Cordes : métal - -Touche : Blackwood-Sillets : Compensé graphite noir-Chevalet : Blackwood -Finition : Brillante -Format : Dreadnought-Mécaniques à bain d'huile
123,https://www.music3000.fr/790644/epiphone-de-luxe-classic-f-hole-vintage-natural.jpg,https://www.music3000.fr/img/m/69-small_default.jpg,EPIPHONE De Luxe Classic F Hole Vintage Natural,"849,00€",EPIPHONE De Luxe Classic F Hole Vintage Natural
124,https://www.music3000.fr/792195/taylor-522ce-12fret.jpg,https://www.music3000.fr/img/m/17-small_default.jpg,TAYLOR 522ce 12-Fret,"3199,00€",TAYLOR 522ce 12-Fret Model Mahogany Mahogany
125,https://www.music3000.fr/745595/taylor-514ce.jpg,https://www.music3000.fr/img/m/17-small_default.jpg,TAYLOR 514ce,"2999,00€","v brass, Mahogany, Cedar Top, Grand Auditorium, 6-String, Cutaway, ES2"
126,https://www.music3000.fr/803399/seagull-maritime-sws-mini-jumbo-hg-avec-housse.jpg,https://www.music3000.fr/img/m/fr-default-small_default.jpg,SEAGULL MARITIME SWS MINI JUMBO HG avec housse,"845,00€",MARITIME SWS MINI JUMBO HG avec housse
127,https://www.music3000.fr/796864/seagull-coastline-momentum-ae-hg-avec-housse.jpg,https://www.music3000.fr/img/m/fr-default-small_default.jpg,SEAGULL COASTLINE Momentum A/E HG avec housse,"699,00€",COASTLINE Momentum A/E HG avec housse
128,https://www.music3000.fr/797388/fender-malibu-player-walnut-fingerboard-aqua-splash.jpg,https://www.music3000.fr/img/m/65-small_default.jpg,FENDER Malibu Player Walnut Fingerboard Aqua Splash,"321,00€",
129,https://www.music3000.fr/802913/taylor-714ce.jpg,https://www.music3000.fr/img/m/17-small_default.jpg,TAYLOR 714ce,"3199,00€","TAYLOR 714ce V class Grand AuditoriumPan coupéTable en épicéa Lutz massifBarrage V-ClassFond et éclisses en palissandre massifManche en acajouTouche en ébèneRepères ""Reflections"" en abalone20 frettesDiapason: 648 mmLargeur au sillet: 44,5 mmSillet de tête en graphiteSillet de chevalet en micartaSystème de micro Expression System 2Mécaniques Taylor nickeléesPickguard ""Weathered Brown""Cordes Elixir Light Phosphor Bronze .012 -.053 (185024)Couleur: NaturelLivrée en étui Deluxe TaylorFabriquée aux USA"
130,https://www.music3000.fr/798832/lag-t170dce-tramontane-dreadnought-cutaway-electro.jpg,https://www.music3000.fr/img/m/256-small_default.jpg,LAG T170DCE tramontane dreadnought cutaway electro,"541,00€","LAG T170DCE tramontane dreadnought cutaway electro CARACTERISTIQUES - Table : Cèdre rouge massif - Cordes : métal - Touche : Brownwood - Sillets : Compensé graphite noir / 72 mm / 43 mm - Chevalet : Brownwood - Finition : Pore ouvert satiné - Format : Dreadnought - Mécaniques à‚ bain d'huile, rapport 1"
131,https://www.music3000.fr/790653/epiphone-olympic-honey-burst.jpg,https://www.music3000.fr/img/m/69-small_default.jpg,EPIPHONE Olympic Honey Burst,"479,00€",EPIPHONE Olympic Honey BurstSérie MasterbiltCorps en acajouTable en épicéa massifManche 5 pièces en acajou/érableTouche ébèneProfil du manche: rond en C20 frettes medium jumboDiapason: 648 mmLargeur au sillet: 43 mmChevalet en ébèneBarre de réglage double actionCordier vintage trapèzeAccastillage âgé en nickelSystème de préampli Shadow HD Preamp avec micro NanoFlex HDFinition: Honey BurstLivrée avec pickguard séparé et matériel de montage
132,https://www.music3000.fr/794770/ovation-cs245-guitare-electacoustique-celebrity-standard-mid-cutaway-noir.jpg,https://www.music3000.fr/img/m/239-small_default.jpg,OVATION CS24-5 Guitare elect.acoustique Celebrity Standard Mid Cutaway Noir,"436,00€","-Table : épicéa massif -Corps Lyrachord pan coupé mi-profondeur -Rosace nacrée -Manche : OTAN -Touche : Palissandre (Dalbergia Latifolia) -chelle : 642 mm -20 frettes -Largeur au sillet : 43,2 mm -Contreventement en X optimisé -Profil du manche : C arrondi -Nouvel angle de poupée -Nouvelle articulation cou-tête -Chevalet : Palissandre (Dalbergia Latifolia) -Micro Ovation Slimline avec préampli OP-4BT avec accordeur intégré -Couleur : Noir"
133,https://www.music3000.fr/812813/taylor-322ce-12fret.jpg,https://www.music3000.fr/img/m/17-small_default.jpg,TAYLOR 322ce 12-Fret,"2249,00€","TAYLOR 322ce 12-FretGrand ConcertPan coupéTable en acajou massifBarrage V-ClassFond et éclisses en blackwood de TasmanieManche en acajouTouche en ébèneRepères ""gemmes"" en acrylique italienFilet de touche noir18 frettes (12 frettes hors du corps)Diapason: 632 mm (24,87"")Largeur au sillet: 44,4 mm (1,748"")Sillet de tête en graphite noirSillet de chevalet en micartaSystème de micro Expression System 2Mécaniques Taylor noir matPickguard noirCordes Elixir Phosphor Bronze Light .012 - .053 (185024)Couleur: Blackwood Stain/Shaded Edge BurstLivrée en étuiFabriquée aux USA"
134,https://www.music3000.fr/798737/taylor-524ce-ltd-2018.jpg,https://www.music3000.fr/img/m/17-small_default.jpg,TAYLOR 524CE LTD 2018,"3299,00€",TAYLOR 524CE LTD 2018
135,https://www.music3000.fr/783187/taylor-academy-10e.jpg,https://www.music3000.fr/img/m/17-small_default.jpg,TAYLOR Academy 10e,"729,00€",TAYLOR Academy 10e
136,https://www.music3000.fr/784607/taylor-224cek-dl-x200-series-deluxe-layered-koa-koa-top-grand-auditorium-cutaway-es2.jpg,https://www.music3000.fr/img/m/17-small_default.jpg,TAYLOR 224ce-K DLX 200 Series Deluxe Layered Koa Koa Top Grand Auditorium Cutaway ES2,"1799,00€","Table en Hawaiian koa massifDos/éclisses Koa laminéManche en sapeleTouche ébènePan coupé style VénitienPréampli Taylor expression system 2Largeur au sillet 43 mmDiapason 25-1/2"" pouce (648 mm)Nb de frettes 20Mécaniques chromées, à bain d’huileSillet TusqChevalet ébèneTable vernis brillant et dos et éclisses vernis satinéLivrée en étui Taylor Deluxe BrownGarantie 10 ans."
137,https://www.music3000.fr/745591/taylor-414ce-v-class.jpg,https://www.music3000.fr/img/m/17-small_default.jpg,TAYLOR 414ce V class,"2499,00€","Ovangkol, Grand Auditorium, 6-String, Cutaway, ES2"
138,https://www.music3000.fr/774358/lag-t70ace-auditorium-cutaway-electro.jpg,https://www.music3000.fr/img/m/256-small_default.jpg,LAG T70ACE auditorium cutaway electro,"403,00€",LAG T70ACE auditorium cutaway electro CARACTERISTIQUES - Table : épicéa Engelmann massif - Cordes : métal - Touche : Brownwood - Barrage : X - Sillets : Compensé graphite noir / 72 mm / 43 mm - Chevalet : Brownwood - Finition : Satinée - Format : Auditorium - Mécaniques à‚ bain d'huile
139,https://www.music3000.fr/773519/takamine-gd20cens-gd20cens-natural-satin.jpg,https://www.music3000.fr/img/m/238-small_default.jpg,TAKAMINE GD20CENS gd20ce-ns natural satin,"428,00€",TAKAMINE GD20CENS gd20ce-ns natural satin CARACTERISTIQUES - Table : Cèdre massif - Cordes : métal - Touche : Palissandre - Repères : Point - Sillets : Os synthétique compensé - Finition : Satinée - Format : Dreadnought - Housse/étui : En option - Catégorie : Folk électroacoustique - Ma
140,https://www.music3000.fr/772551/takamine-p3nc-p3nc-natural-satin.jpg,https://www.music3000.fr/img/m/238-small_default.jpg,TAKAMINE P3NC p3nc natural satin,"1246,00€",TAKAMINE P3NC p3nc natural satin CARACTERISTIQUES - Table : Cèdre massif - Cordes : métal - Touche : Palissandre - Barrage : X - Repères : Point - Sillets : Os - Chevalet : Pinless (sans chevilles) - Finition : Satinée - Format : Auditorium - Mécaniques à bain d'huile - Housse/étui
141,https://www.music3000.fr/772483/takamine-gf15cenat-gf15cenat-natural.jpg,https://www.music3000.fr/img/m/238-small_default.jpg,TAKAMINE GF15CENAT gf15ce-nat natural,"418,00€",TAKAMINE GF15CENAT gf15ce-nat natural CARACTERISTIQUES - Table : épicéa - Cordes : métal - Touche : Palissandre - Repères : Point - Sillets : Os synthétique compensé - Finition : Vernis brillant - Format : Dreadnought - Housse/étui : En option - Catégorie : Folk électroacoustique -
142,https://www.music3000.fr/820914/lag-t70dcebls-dreadnought-black-satin-cutaway-electro.jpg,https://www.music3000.fr/img/m/256-small_default.jpg,LAG T70DCE-BLS dreadnought black satin cutaway electro,"460,00€","Au-delà de l’esthétique singulière de la lutherie française qui caractérise la série Tramontane, la T70 s’impose dans le monde de la guitare acoustique d’entrée de gamme par sa table d’harmonie en épicéa massif, gage d’une sonorité riche et profonde. Des propriétés sonores qui, alliées à un confort de jeu essentiel au débutant, en font le meilleur rapport qualité/prix du moment.  Cordes : Métal Fond / éclisses : Acajou Swietenia Format : Dreadnought Manche : Acajou Nombre de cordes : 6 Table : picéa Engelmann massif Touche : Brown BrankoWood"
143,https://www.music3000.fr/820913/lag-t70acebetb-auditorium-cutaway-electro-black-et-brown.jpg,https://www.music3000.fr/img/m/256-small_default.jpg,LAG T70ACE-B/B auditorium cutaway electro black / brown,"460,00€","Au-delà de l’esthétique singulière de la lutherie française qui caractérise la série Tramontane, la T70 s’impose dans le monde de la guitare acoustique d’entrée de gamme par sa table d’harmonie en épicéa massif, gage d’une sonorité riche et profonde. Des propriétés sonores qui, alliées à un confort de jeu essentiel au débutant, en font le meilleur rapport qualité/prix du moment. - Accastillage : Noir satiné - Barrage : X - Catégorie : Folk électroacoustique - Chevalet : Brown Brankowood - Coloris : Burst - Cordes : Métal - Cordes d'origine : Bronze 80/20 Light 12-53 - Diapason (mm) : 650 mm - Dimensions (mm) : 1060 x 485 x 135 - lectronique : DirectLâg GT2 (Volume, égaliseur 3-bandes, accordeur, phase) - Finition : Satinée - Fond / éclisses : Sapelli Open Pore - Format : Audi"
144,https://www.music3000.fr/820909/taylor-builders-edition-614ce.jpg,https://www.music3000.fr/img/m/17-small_default.jpg,TAYLOR Builder's Edition 614ce,"4199,00€","TAYLOR Builder's Edition 614ceAprès le succès retentissant de la Builder's Edition K14ce, Andy Powers a une fois de plus jumelé son design révolutionnaire V-Class avec sa philosophie de confort de jeu de niveau supérieur pour créer la Builder's Edition 614ce. Tout comme l'offre originale Builder's Edition, les caractéristiques ergonomiques comprennent un repose-bras en chanfrein, une bordure de corps en biseau (avec filet), une coupe profilée avec chanfrein et un fini satiné discret pour réduire le bruit du corps. Les détails esthétiques incluent notre nouveau motif d'incrustation Scepter"
145,https://www.music3000.fr/820353/tanglewood-roadster-twr2dce-cn.jpg,https://www.music3000.fr/img/m/278-small_default.jpg,TANGLEWOOD Roadster TWR2DCE CN,"329,00€","Guitare Dreadnought 650mm Epicéa Acajou Cut PickupEQ 43mm Naturel ST Guitare au format Dreadnought Cutaway Table cedre, Dos et Eclisses Acajou, Mecanique Die-cast chromee, Cordes Phosphor Bronze, Pre-ampli TW-EX4, Finition Natural Satin"
146,https://www.music3000.fr/819476/martin-000x2el-guitare-acoustique-000x2e01-left.jpg,https://www.music3000.fr/img/m/4-small_default.jpg,MARTIN 000-X2E-L guitare acoustique 000x2e-01 left,"849,00€","MARTIN 000-X2E-L 000x2e-01 left En 1999, Martin s'est lancé dans l'univers des matériaux alternatifs et a créé une toute nouvelle gamme de guitares de haute qualité : la série X. Au cours des 20 années qui ont suivi, la série X a évolué pour inclure de multiples changements de conception avec l'aide de ces matériaux alternatifs. En 2020, fort de son histoire de 187 ans d'innovations majeures dans la fabrication de la guitare moderne, Martin nous présente la nouvelle série X qui combine les matériaux alternatifs et traditionnels en offrant à prix attractif un large choix de finitions dans ce standard de qualité. Les guitares 6 cordes de la série X ont toutes le barrage échancré, le préampli Fishman MX et sont livrées en housse. De plus sur les modèles de la série X2, la table, le manche, la"
147,https://www.music3000.fr/818970/martin-dcx2erosewood-guitare-acoustique-dcx2e03.jpg,https://www.music3000.fr/img/m/4-small_default.jpg,MARTIN DC-X2E-ROSEWOOD guitare acoustique dcx2e-03,"979,00€","MARTIN DC-X2E-ROSEWOOD dcx2e-03 En 1999, Martin s'est lancé dans l'univers des matériaux alternatifs et a créé une toute nouvelle gamme de guitares de haute qualité : la série X. Au cours des 20 années qui ont suivi, la série X a évolué pour inclure de multiples changements de conception avec l'aide de ces matériaux alternatifs. En 2020, fort de son histoire de 187 ans d'innovations majeures dans la fabrication de la guitare moderne, Martin nous présente la nouvelle série X qui combine les matériaux alternatifs et traditionnels en offrant à prix attractif un large choix de finitions dans ce standard de qualité. Les guitares 6 cordes de la série X ont toutes le barrage échancré, le préampli Fishman MX et sont livrées en housse. De plus sur les modèles de la série X2, la table, le manche, la"
148,https://www.music3000.fr/818969/taylor-210ce-plus.jpg,https://www.music3000.fr/img/m/17-small_default.jpg,TAYLOR 210ce Plus,"1399,00€",
149,https://www.music3000.fr/818949/lava-music--blue-lava-original-freeboost-36-walnut--frost-white.jpg,https://www.music3000.fr/img/m/1260-small_default.jpg,LAVA MUSIC - Blue Lava Original Freeboost 36 Walnut - Frost White,"549,00€",LAVA MUSIC - Blue Lava Original Freeboost 36 Walnut - Frost White
150,https://www.music3000.fr/818840/yamaha-slg200s-guit-silent-c-acier-ss-adapt-slg200s-natural.jpg,https://www.music3000.fr/img/m/117-small_default.jpg,YAMAHA SLG200S guit silent c acier ss adapt slg200s natural,"789,00€","La série de guitares Silent Yamaha franchit un nouveau cap avec les modèles SLG200. Pensées pour le musicien nomade sans délaisser pour autant la qualité qui a fait le succès des instruments Yamaha, la Silent Guitar vous surprendra par son confort et ses possibilités surprenantes sur scène comme en studio. Ce concept unique offre à tous les guitaristes une expérience unique. Avec un profil de manche plus fin et une action plus basse, la SLG200S offre une approche unique de la guitare classique et des sensations d'une guitare Folk. Désormais équipée du très performant système SRT, la gamme SLG200 offre des performances acoustiques incroyables."
151,https://www.music3000.fr/818781/fender-malibu-player-walnut-fingerboard-sunburst.jpg,https://www.music3000.fr/img/m/65-small_default.jpg,FENDER Malibu Player Walnut Fingerboard Sunburst,"359,00€",FENDER Malibu Player Walnut Fingerboard Sunburst
152,https://www.music3000.fr/818773/martin-gpcx2erosewoodl-guitare-acoustique-gpcx2e02-left.jpg,https://www.music3000.fr/img/m/4-small_default.jpg,MARTIN GPC-X2E-ROSEWOOD-L guitare acoustique gpcx2e-02 left,"979,00€","MARTIN GPC-X2E-ROSEWOOD-L gpcx2e-02 left En 1999, Martin s'est lancé dans l'univers des matériaux alternatifs et a créé une toute nouvelle gamme de guitares de haute qualité : la série X. Au cours des 20 années qui ont suivi, la série X a évolué pour inclure de multiples changements de conception avec l'aide de ces matériaux alternatifs. En 2020, fort de son histoire de 187 ans d'innovations majeures dans la fabrication de la guitare moderne, Martin nous présente la nouvelle série X qui combine les matériaux alternatifs et traditionnels en offrant à prix attractif un large choix de finitions dans ce standard de qualité. Les guitares 6 cordes de la série X ont toutes le barrage échancré, le préampli Fishman MX et sont livrées en housse. De plus sur les modèles de la série X2, la table, le m"
153,https://www.music3000.fr/818763/yamaha-slg-200-ncrbii-yamaha-silent-guitar-slg200n-crimson-slg200n-crimson-red.jpg,https://www.music3000.fr/img/m/117-small_default.jpg,YAMAHA SLG 200 NCRBII yamaha silent guitar slg200n crimson slg200n crimson red,"799,00€",SLG200N CRIMSON RED
154,https://www.music3000.fr/818647/fender-fa125ce-walnut-fingerboard-natural.jpg,https://www.music3000.fr/img/m/65-small_default.jpg,FENDER FA-125CE Walnut Fingerboard Natural,"179,00€","La FA-125CE est une guitare à simple pan coupé qui combine le son et le style de Fender à une électronique Fishman, pour que vous puissiez l’emmener sur scène. Sa construction laminée, sa tête de manche Fender moderne flanquée de 3 mécaniques de chaque côté, et son chevalet Viking en font un instrument qui sonne très bien et qui est facile à jouer. Les débutants(es) et les guitaristes un peu plus aguerris(es) apprécieront son manche en nato, lequel apporte à la guitare un son vivant et un toucher tout en douceur. MATRIAU DU MANCHENato FINITION DU MANCHEGloss Urethane RAYON DE LA TOUCHE11.81"" (300 mm) MATRIAU DE LA TOUCHEWalnut INSERTION DE TOUCHEWhite Dot NOMBRE DE FRETTES20 SILLETCrème Plastic LARGEUR DE SILLET1.69"" (43 mm) MATRIAU DU SILLET DE TTECrème Plastic icon specs"
155,https://www.music3000.fr/816248/lag-tlhv30dce-hyvibe-30-dreadnought-cutaway-electro-gaucher.jpg,https://www.music3000.fr/img/m/256-small_default.jpg,LAG TLHV30DCE hyvibe 30 dreadnought cutaway electro gaucher,"1430,00€",
156,https://www.music3000.fr/816132/lag-t70acebrb-auditorium-cutaway-electro-brown-burst.jpg,https://www.music3000.fr/img/m/256-small_default.jpg,LAG T70ACE-BRB auditorium cutaway electro brown burst,"427,00€",- Accastillage : Noir satiné- Barrage : X- Catégorie : Folk électroacoustique- Chevalet : Brown Brankowood- Coloris : Sunburst- Cordes : Métal- Cordes d'origine : Bronze 80/20 Light 12-53- Diapason (mm) : 650 mm- lectronique : DirectLâg GT2- Finition : Satinée- Fond / éclisses : Sapelli- Format : Auditorium- Largeur au sillet : 43 mm- Manche : Okoumé- Mécaniques : à bain d'huile- Nbre de cordes : 6- Nbre de frettes : 20- Pan coupé : Oui- Radius : 350 mm- Sillets : Graphite- Table : picéa Engelmann massif- Tige de réglage : Double-sens- Touche : Brown BrankoWood- Type de frette : Medium Silver Nickel
157,https://www.music3000.fr/816129/lag-le19ivoc-occitania-limited-edition-ivo-occitania.jpg,https://www.music3000.fr/img/m/256-small_default.jpg,LAG LE19-IV-OC occitania limited edition ivo occitania,"299,00€",LAG LE19-IV-OC occitania limited edition ivo occitania
158,https://www.music3000.fr/816127/lag-t177jce-tramontane-jumbo-electroacoustique.jpg,https://www.music3000.fr/img/m/256-small_default.jpg,LAG T177JCE tramontane jumbo electro-acoustique,"528,00€","- Accastillage : Noir satiné- Catégorie : Folk électroacoustique- Chevalet : bène- Coloris : Naturel- Cordes : Métal- Diapason (mm) : 650 mm- lectronique : Fishmann Ink Body- Finition : Vernis brillant- Fond / éclisses : Snakewood- Format : Auditorium- Housse/étui : tui- Manche : Khaya- Mécaniques : à bain d'huile- Nbre de cordes : 6- Nbre de frettes : 20- Pan coupé : Oui- Radius : 350 mm- Sillets : Graphite- Table : épicéa Sitka massif- Touche : bène- Specs complémentaires :- Table : épicéa de Sitka AA massif- Dos / éclisses : snakewood mexicain- Corps : vernis brillant- Chevalet : ébène du Mozambique- Sillet de chevalet : compensé en graphite noir, 72 mm- Manche : khaya- Finition manche : noir satiné- Tige de réglage : double sens- Touche : ébène du Mozambique- Frettes : 20 / silver"
159,https://www.music3000.fr/816113/lag-tnlhv15ace-nylon-gaucher-hyvibe-15-auditorium-cutaway.jpg,https://www.music3000.fr/img/m/256-small_default.jpg,LAG TNLHV15ACE nylon gaucher hyvibe 15 auditorium cutaway,"1143,00€","LAG TNLHV15ACE Tramontane Nylon Gaucher HyVibe 15 Auditorium cutawaySur nos guitares les caractéristiques ne sont pas juste une question d'esthétique. De la table en cèdre rouge massif à son magnifique vernis brillant en passant par sa désormais iconique tête incurvée, toutes les caractéristiques techniques apportent un son chaud et équilibré. Encore plus mis en valeur par notre incroyable et exclusif système HyVibe."
160,https://www.music3000.fr/816108/lag-tlhv15dce-hyvibe-15-dreadnought-cutaway-electro-gaucher.jpg,https://www.music3000.fr/img/m/256-small_default.jpg,LAG TLHV15DCE hyvibe 15 dreadnought cutaway electro gaucher,"1143,00€",LAG TLHV15DCE gaucher hyvibe 15 dreadnought cutaway CARACTERISTIQUES - Table : Cèdre rouge massif - Cordes : métal - Touche : Blackwood - Sillets : Compensé graphite noir - Chevalet : Blackwood - Finition : Pore ouvert satiné - Format : Dreadnought - Mécaniques à bain d'huile - Catégorie : Folk él
161,https://www.music3000.fr/816107/lag-travellkae-travel-lefty-khaya-electro.jpg,https://www.music3000.fr/img/m/256-small_default.jpg,LAG TRAVEL-L-KAE travel lefty khaya electro,"491,00€","LAG TRAVEL-L-KAE travel lefty khaya electro CARACTERISTIQUES - Table : Khaya massif - Cordes : métal - Touche : Brownwood - Barrage : X - Sillets : Graphite - Chevalet : Brownwood - Finition : Pore ouvert satiné - Format : Voyage - Mécaniques à‚ bain d'huile, rapport 1:18 - Housse/étui : Housse - C"
162,https://www.music3000.fr/816100/lag-travelrce-travel-red-cedar-electro.jpg,https://www.music3000.fr/img/m/256-small_default.jpg,LAG TRAVEL-RCE travel red cedar electro,"491,00€","LAG TRAVEL-RCE travel red cedar electro CARACTERISTIQUES - Table : Cèdre rouge massif - Cordes : métal - Touche : Brownwood - Barrage : X - Sillets : Graphite - Chevalet : Brownwood - Finition : Pore ouvert satiné - Format : Voyage - Mécaniques à‚ bain d'huile, rapport 1:18 - Housse/étui : H"
163,https://www.music3000.fr/815420/taylor-gs-minie-african-ziricote.jpg,https://www.music3000.fr/img/m/17-small_default.jpg,TAYLOR GS Mini-e African Ziricote,"799,00€","TAYLOR GS Mini-e African Ziricote  Nouvelle finition de la TAYLOR GS Mini-e  en African Ziricote, une nouvelle essence de bois disponible sur la GS mini qui amene un nouveau timbre sonore et la beauté de ce bois."
164,https://www.music3000.fr/815255/lava-music-blue-lava-airflow-wireless-charger-without-charging-package.jpg,https://www.music3000.fr/img/m/1260-small_default.jpg,LAVA MUSIC BLUE LAVA AirFlow Wireless Charger (without Charging Package),"99,00€",LAVA MUSIC BLUE LAVA AirFlow Wireless Charger (without Charging Package)
165,https://www.music3000.fr/815243/lava-music-blue-lava-touch-midnight-black-ideal-bag.jpg,https://www.music3000.fr/img/m/1260-small_default.jpg,LAVA MUSIC BLUE LAVA Touch Midnight Black (Ideal Bag),"799,00€","-Lava Music Blue Lava  -Couleur : Midnight Black -Table, corps, et éclisse : HPL (High Pressure Laminated)  -Ecran tactile de 3,5 pouces  -Système interactif HILAVA  -Nombreuses applications : accordeur rapide et précis (accordage alternatifs possibles), métronome, des dizaines d'effets, looper et enregistreur, boucles rythmiques, exercices d'entrainement...  -Système de suppression du son ambiant, permet de vous enregistrer avec un son pur et précis  -Connexion wifi et bluetooth pour retrouver ses créations sur le cloud depuis l'application Lava+ sur le téléphone  -Rapport de pratique depuis l'application Lava+  -Technologie Plek : hauteur des frettes et planimétrie du manche réglé avec une précision de 0,01 mm (permettant d’améliorer considérablement le confort et la précision d"
166,https://www.music3000.fr/815682/fender-newporter-special-with-gig-bag-all-mahogany-pau-ferro-fingerboard-natural.jpg,https://www.music3000.fr/img/m/65-small_default.jpg,FENDER Newporter Special with Gig Bag All Mahogany Pau Ferro Fingerboard Natural,"644,00€","Table en acajou massif Fond et éclisses en acajou massif Manche en acajou Touche en pau ferro Rayon de la touche: 400 mm 20 frettes Sillet en os Largeur au sillet: 43 mm Diapason: 650 mm Chevalet ""Modern Viking"" en pau ferro Système de micro Fender/Fishman Cordes Fender Dura-Tone 012-052 (254209) Couleur: Naturel mat Livrée en housse"
167,https://www.music3000.fr/813295/taylor-builders-edition-k24ce.jpg,https://www.music3000.fr/img/m/17-small_default.jpg,TAYLOR Builder's Edition K24ce,"5699,00€","TAYLOR Builder's Edition K24ceGrand AuditoriumPan coupéBiseau pour les doigtsAccoudoirTable en koa flammé massifBarrage V-Class + Relief RoutFond et éclisses en koa massifManche en acajouTouche en ébèneFilet de touche en koaRepères ""Spring Vine"" en paua20 frettesDiapason: 648 mmLargeur au sillet: 44,5 mmSillet de tête en graphiteSillet de chevalet en micartaSystème de micro Expression System 2Mécaniques Taylor doréesCordes Elixir Light Phosphor Bronze 012-053 Couleur: Koa Burst SatinLivrée en étui Deluxe TaylorFabriquée aux USA"
168,https://www.music3000.fr/812236/fender-pd220e-dreadnought-ovangkol-fingerboard-natural.jpg,https://www.music3000.fr/img/m/65-small_default.jpg,FENDER PD-220E Dreadnought Ovangkol Fingerboard Natural,"599,00€",FENDER PD-220E Dread avec valise naturel Barrage interne optimisé Table en épicéa massif ou en acajou massif ; dos et éclisses en acajou massif Nouveau système de micro Sonitone Plus de Fender/Fishman avec piezo et transducteur Incrustations en forme de flocons Plaque de protection Black ou Tiger Stripe tui rigide inclus
169,https://www.music3000.fr/812224/tanglewood-tw4-e-koa.jpg,https://www.music3000.fr/img/m/278-small_default.jpg,TANGLEWOOD TW4 E KOA,"459,00€",Description    TW4 E KOA Guitare au format Super Folk Cutaway Table Koa sur Epicéa massif Dos et Eclisses Koa Mécanique Grover chromée Cordes Elixir 16052 Pré-ampli Fishman Presys Finition Violin Sunburst gloss
